country, type, prefix, voice price, sms price
Afghanistan,Fixed Line,93,0.5139,0.02
Afghanistan,Mobile: Roshan Mobile,9379,0.3943,0.02
Afghanistan,Mobile: Other,937,0.4206,0.02
Albania,Fixed Line,355,0.1056,0.085
Albania,Tirana Fixed Line,35542,0.063,0.085
Albania,Fixed Line: Other,355424,1.0916,0.085
Albania,Fixed Line: Other,355425,1.0916,0.085
Albania,Mobile: Eagle,35567,0.484,0.085
Albania,Mobile: Amc Mobile,35568,0.4568,0.085
Albania,Mobile: Vodafone,35569,0.4568,0.085
Algeria,Fixed Line,213,0.1672,0.08
Algeria,Fixed Other,2131,0.2553,0.08
Algeria,Mobile: Wataniya,21355,0.5792,0.08
Algeria,Mobile: Other,21366,0.2984,0.08
Algeria,Mobile: Other,21369,0.2984,0.08
Algeria,Mobile: Orascom,21377,0.5773,0.08
Algeria,Mobile: Orascom,21379,0.5773,0.08
American Samoa,Fixed and Mobile,1684,0.101,0.045
Andorra,Fixed Line,376,0.0762,0.02
Andorra,Mobile,3763,0.484,0.02
Andorra,Mobile,3764,0.484,0.02
Andorra,Mobile,3766,0.484,0.02
Angola,Fixed Line,244,0.2047,0.02
Angola,Mobile,24491,0.2666,0.02
Angola,Mobile,24492,0.2666,0.02
Angola,Mobile,24493,0.2666,0.02
Anguilla,Fixed Line,1264,0.1942,0.03
Anguilla,Mobile: Digicel,1264581,0.339,0.03
Anguilla,Mobile: Digicel,1264582,0.339,0.03
Anguilla,Mobile: Digicel,1264583,0.339,0.03
Anguilla,Mobile: Digicel,1264584,0.339,0.03
Anguilla,Mobile: Other,1264235,0.3753,0.03
Anguilla,Mobile: Other,1264469,0.3753,0.03
Anguilla,Mobile: Other,1264476,0.3753,0.03
Anguilla,Mobile: Other,1264536,0.3753,0.03
Anguilla,Mobile: Other,1264537,0.3753,0.03
Anguilla,Mobile: Other,1264538,0.3753,0.03
Anguilla,Mobile: Other,1264539,0.3753,0.03
Anguilla,Mobile: Other,1264543,0.3753,0.03
Anguilla,Mobile: Other,1264724,0.3753,0.03
Anguilla,Mobile: Other,1264729,0.3753,0.03
Anguilla,Mobile: Other,1264772,0.3753,0.03
Anguilla,Mobile: Other,1264773,0.3753,0.03
Antarctica,Casey Fixed and Mobile,67212,1.5595,
Antarctica,Scott Fixed and Mobile,67224,1.5595,
Antigua & Barbuda,Fixed Line,1268,0.1923,0.02
Antigua & Barbuda,Mobile: Digicel,1268720,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268721,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268722,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268724,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268725,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268726,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268732,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268734,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268736,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268783,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268785,0.1961,0.02
Antigua & Barbuda,Mobile: Digicel,1268788,0.1961,0.02
Antigua & Barbuda,Mobile: Other,1268406,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268409,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268464,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268723,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268727,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268728,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268729,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268739,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268764,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268770,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268771,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268772,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268773,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268774,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268775,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268776,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268778,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268779,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268780,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268781,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268782,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268784,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268786,0.3106,0.02
Antigua & Barbuda,Mobile: Other,1268789,0.3106,0.02
Argentina,Buenos Aires Fixed,5411,0.0402,0.08
Argentina,Cordoba Fixed,54351,0.057,0.08
Argentina,Cordoba Fixed,54353,0.057,0.08
Argentina,Cordoba Fixed,54358,0.057,0.08
Argentina,Mendoza Fixed,54261,0.057,0.08
Argentina,Rosario Fixed,54341,0.057,0.08
Argentina,Fixed Line,54,0.0598,0.08
Argentina,Mobile,549,0.3448,0.08
Armenia,N. Karabakh Fixed,37447,0.4641,0.065
Armenia,Yerevan Fixed,3741,0.1859,0.065
Armenia,Fixed Line,374,0.1886,0.065
Armenia,Mobile,37455,0.3322,0.065
Armenia,Mobile,37477,0.3322,0.065
Armenia,Mobile,37491,0.3322,0.065
Armenia,Mobile,37493,0.3322,0.065
Armenia,Mobile,37494,0.3322,0.065
Armenia,Mobile,37495,0.3322,0.065
Armenia,Mobile,37497,0.3322,0.065
Armenia,Mobile,37498,0.3322,0.065
Armenia,Mobile,37499,0.3322,0.065
Aruba,Fixed Line,297,0.1556,0.03
Aruba,Mobile: Digicel,29773,0.3254,0.03
Aruba,Mobile: Digicel,29774,0.3254,0.03
Aruba,Mobile: Setar,29756,0.3179,0.03
Aruba,Mobile: Setar,29759,0.3179,0.03
Aruba,Mobile: Setar,297600,0.3179,0.03
Aruba,Mobile: Setar,297622,0.3179,0.03
Aruba,Mobile: Setar,29766,0.3179,0.03
Aruba,Mobile: Setar,29769,0.3179,0.03
Aruba,Mobile: Setar,29796,0.3179,0.03
Aruba,Mobile: Setar,29799,0.3179,0.03
Ascension Island,Fixed and Mobile,247,2.2981,
Australia,Fixed Line,61,0.0558,0.065
Australia,Metro,61261,0.0418,0.065
Australia,Metro,61262,0.0418,0.065
Australia,Metro,6128,0.0418,0.065
Australia,Metro,6129,0.0418,0.065
Australia,Metro,6138,0.0418,0.065
Australia,Metro,6139,0.0418,0.065
Australia,Metro,6173,0.0418,0.065
Australia,Metro,61860,0.0418,0.065
Australia,Metro,61861,0.0418,0.065
Australia,Metro,61862,0.0418,0.065
Australia,Metro,61863,0.0418,0.065
Australia,Metro,61864,0.0418,0.065
Australia,Metro,61865,0.0418,0.065
Australia,Metro,61870,0.0418,0.065
Australia,Metro,61871,0.0418,0.065
Australia,Metro,61872,0.0418,0.065
Australia,Metro,61873,0.0418,0.065
Australia,Metro,61874,0.0418,0.065
Australia,Metro,61881,0.0418,0.065
Australia,Metro,61882,0.0418,0.065
Australia,Metro,61883,0.0418,0.065
Australia,Metro,61884,0.0418,0.065
Australia,Metro,61892,0.0418,0.065
Australia,Metro,61893,0.0418,0.065
Australia,Metro,61894,0.0418,0.065
Australia,Mobile,61145,0.1732,0.065
Australia,Mobile,61147,0.1732,0.065
Australia,Mobile,6140,0.1732,0.065
Australia,Mobile,6141,0.1732,0.065
Australia,Mobile,6142,0.1732,0.065
Australia,Mobile,6143,0.1732,0.065
Australia,Mobile,6144,0.1732,0.065
Australia,Mobile,61450,0.1732,0.065
Australia,Mobile,61451,0.1732,0.065
Australia,Mobile,61457,0.1732,0.065
Australia,Mobile,61458,0.1732,0.065
Australia,Mobile,61459,0.1732,0.065
Australia,Mobile,61466,0.1732,0.065
Australia,Mobile,614685,0.1732,0.065
Australia,Mobile,614686,0.1732,0.065
Australia,Mobile,614687,0.1732,0.065
Australia,Mobile,614688,0.1732,0.065
Australia,Mobile,614689,0.1732,0.065
Australia,Mobile,6148,0.1732,0.065
Austria,Fixed Line,43,0.0704,0.075
Austria,Mobile: Hutchinson 3G,43644,0.5954,0.075
Austria,Mobile: Mobilkom,43664,0.1953,0.075
Austria,Mobile: Mobilkom,43680,0.1953,0.075
Austria,Mobile: Mobilkom,43688,0.1953,0.075
Austria,Mobile: T-Mobile,43676,0.1942,0.075
Austria,Mobile: T-Mobile,43677,0.1942,0.075
Austria,Mobile: Hutchinson 3G,43660,0.5954,0.075
Austria,Mobile: Hutchinson 3G,43678,0.5954,0.075
Austria,Mobile: Other,43720,0.5954,0.075
Austria,Mobile: Other,43780,0.5954,0.075
Austria,Mobile: Orange,43681,0.1963,0.075
Austria,Mobile: Orange,43682,0.1963,0.075
Austria,Mobile: Orange,43683,0.1963,0.075
Austria,Mobile: Orange,43684,0.1963,0.075
Austria,Mobile: Orange,43685,0.1963,0.075
Austria,Mobile: Orange,43686,0.1963,0.075
Austria,Mobile: Orange,43687,0.1963,0.075
Austria,Mobile: Orange,43689,0.1963,0.075
Austria,Mobile: Orange,4369,0.1963,0.075
Austria,Mobile: Telering,43650,0.1953,0.075
Austria,Mobile: Special Services,43711,0.5954,0.075
Austria,Mobile: Special Services,43730,0.5954,0.075
Austria,Mobile: Special Services,43740,0.5954,0.075
Austria,Mobile: Special Services,43810,0.5954,0.075
Austria,Mobile: Special Services,43820,0.5954,0.075
Azerbaijan,Fixed Line,994,0.2488,0.065
Azerbaijan,Fixed Line: Baku,99412,0.2516,0.065
Azerbaijan,Mobile,99440,0.4106,0.065
Azerbaijan,Mobile,99450,0.4106,0.065
Azerbaijan,Mobile,99451,0.4106,0.065
Azerbaijan,Mobile,99455,0.4106,0.065
Azerbaijan,Mobile,994605,0.4106,0.065
Azerbaijan,Mobile,99470,0.4106,0.065
Azerbaijan,Mobile,99477,0.4106,0.065
Bahamas,Fixed Line,1242,0.064,0.03
Bahamas,Mobile,1242357,0.064,0.03
Bahamas,Mobile,1242359,0.064,0.03
Bahamas,Mobile,1242375,0.064,0.03
Bahamas,Mobile,1242376,0.064,0.03
Bahamas,Mobile,1242395,0.064,0.03
Bahamas,Mobile,1242422,0.064,0.03
Bahamas,Mobile,1242423,0.064,0.03
Bahamas,Mobile,1242424,0.064,0.03
Bahamas,Mobile,1242425,0.064,0.03
Bahamas,Mobile,1242426,0.064,0.03
Bahamas,Mobile,1242427,0.064,0.03
Bahamas,Mobile,1242428,0.064,0.03
Bahamas,Mobile,1242429,0.064,0.03
Bahamas,Mobile,1242431,0.064,0.03
Bahamas,Mobile,1242432,0.064,0.03
Bahamas,Mobile,1242433,0.064,0.03
Bahamas,Mobile,1242434,0.064,0.03
Bahamas,Mobile,1242436,0.064,0.03
Bahamas,Mobile,1242439,0.064,0.03
Bahamas,Mobile,1242441,0.064,0.03
Bahamas,Mobile,1242442,0.064,0.03
Bahamas,Mobile,1242443,0.064,0.03
Bahamas,Mobile,1242445,0.064,0.03
Bahamas,Mobile,1242446,0.064,0.03
Bahamas,Mobile,1242447,0.064,0.03
Bahamas,Mobile,1242448,0.064,0.03
Bahamas,Mobile,1242449,0.064,0.03
Bahamas,Mobile,1242451,0.064,0.03
Bahamas,Mobile,1242452,0.064,0.03
Bahamas,Mobile,1242453,0.064,0.03
Bahamas,Mobile,1242454,0.064,0.03
Bahamas,Mobile,1242455,0.064,0.03
Bahamas,Mobile,1242456,0.064,0.03
Bahamas,Mobile,1242457,0.064,0.03
Bahamas,Mobile,1242458,0.064,0.03
Bahamas,Mobile,1242462,0.064,0.03
Bahamas,Mobile,1242463,0.064,0.03
Bahamas,Mobile,1242464,0.064,0.03
Bahamas,Mobile,1242465,0.064,0.03
Bahamas,Mobile,1242466,0.064,0.03
Bahamas,Mobile,1242467,0.064,0.03
Bahamas,Mobile,1242468,0.064,0.03
Bahamas,Mobile,1242470,0.064,0.03
Bahamas,Mobile,1242471,0.064,0.03
Bahamas,Mobile,1242472,0.064,0.03
Bahamas,Mobile,1242473,0.064,0.03
Bahamas,Mobile,1242474,0.064,0.03
Bahamas,Mobile,1242475,0.064,0.03
Bahamas,Mobile,1242476,0.064,0.03
Bahamas,Mobile,1242477,0.064,0.03
Bahamas,Mobile,1242478,0.064,0.03
Bahamas,Mobile,1242479,0.064,0.03
Bahamas,Mobile,1242481,0.064,0.03
Bahamas,Mobile,1242524,0.064,0.03
Bahamas,Mobile,1242525,0.064,0.03
Bahamas,Mobile,1242533,0.064,0.03
Bahamas,Mobile,1242535,0.064,0.03
Bahamas,Mobile,1242544,0.064,0.03
Bahamas,Mobile,1242551,0.064,0.03
Bahamas,Mobile,1242552,0.064,0.03
Bahamas,Mobile,1242553,0.064,0.03
Bahamas,Mobile,1242554,0.064,0.03
Bahamas,Mobile,1242556,0.064,0.03
Bahamas,Mobile,1242557,0.064,0.03
Bahamas,Mobile,1242558,0.064,0.03
Bahamas,Mobile,1242559,0.064,0.03
Bahamas,Mobile,1242565,0.064,0.03
Bahamas,Mobile,1242577,0.064,0.03
Bahamas,Mobile,1242636,0.064,0.03
Bahamas,Mobile,1242646,0.064,0.03
Bahamas,Mobile,1242727,0.064,0.03
Bahrain,Fixed Line,973,0.1072,0.02
Bahrain,Fixed Line: Other,97377,0.2722,0.02
Bahrain,Mobile,97333,0.1698,0.02
Bahrain,Mobile,97336,0.1698,0.02
Bahrain,Mobile,97337,0.1698,0.02
Bahrain,Mobile,97338,0.1698,0.02
Bahrain,Mobile,973390,0.1698,0.02
Bahrain,Mobile,973391,0.1698,0.02
Bahrain,Mobile,973392,0.1698,0.02
Bahrain,Mobile,973393,0.1698,0.02
Bahrain,Mobile,973394,0.1698,0.02
Bahrain,Mobile,973395,0.1698,0.02
Bahrain,Mobile,973396,0.1698,0.02
Bahrain,Mobile,973397,0.1698,0.02
Bahrain,Mobile,973398,0.1698,0.02
Bahrain,Mobile,973399,0.1698,0.02
Bangladesh,Dhaka Fixed,8802,0.0781,0.02
Bangladesh,Chittagong Fixed,88031,0.0781,0.02
Bangladesh,Sylhet Fixed,88082,0.0781,0.02
Bangladesh,Fixed Line,880,0.0781,0.02
Bangladesh,Mobile,88011,0.0781,0.02
Bangladesh,Mobile,88015,0.0781,0.02
Bangladesh,Mobile,88016,0.0781,0.02
Bangladesh,Mobile,88017,0.0781,0.02
Bangladesh,Mobile,88018,0.0781,0.02
Bangladesh,Mobile,88019,0.0781,0.02
Barbados,Fixed Line,1246,0.1953,0.02
Barbados,Mobile: Digicel,124626,0.3341,0.02
Barbados,Mobile: Digicel,1246256,0.3341,0.02
Barbados,Mobile: Digicel,1246257,0.3341,0.02
Barbados,Mobile: Digicel,1246258,0.3341,0.02
Barbados,Mobile: Digicel,1246259,0.3341,0.02
Barbados,Mobile: Digicel,1246530,0.3341,0.02
Barbados,Mobile: Digicel,1246531,0.3341,0.02
Barbados,Mobile: Digicel,1246532,0.3341,0.02
Barbados,Mobile: Digicel,1246533,0.3341,0.02
Barbados,Mobile: Digicel,1246534,0.3341,0.02
Barbados,Mobile: Digicel,124682,0.3341,0.02
Barbados,Mobile: Digicel,124683,0.3341,0.02
Barbados,Mobile: C&W,124623,0.3395,0.02
Barbados,Mobile: C&W,124624,0.3395,0.02
Barbados,Mobile: C&W,1246250,0.3395,0.02
Barbados,Mobile: C&W,1246251,0.3395,0.02
Barbados,Mobile: C&W,1246252,0.3395,0.02
Barbados,Mobile: C&W,1246253,0.3395,0.02
Barbados,Mobile: C&W,1246254,0.3395,0.02
Barbados,Mobile: C&W,1246255,0.3395,0.02
Barbados,Mobile: C&W,1246446,0.3395,0.02
Barbados,Mobile: C&W,1246447,0.3395,0.02
Barbados,Mobile: C&W,1246448,0.3395,0.02
Barbados,Mobile: C&W,1246449,0.3395,0.02
Barbados,Mobile: C&W,124645,0.3395,0.02
Barbados,Mobile: C&W,124652,0.3395,0.02
Belarus,Fixed Line,375,0.3762,0.08
Belarus,Fixed Line: Other,375602,1.5683,0.08
Belarus,Mobile,375256,0.4305,0.08
Belarus,Mobile,375259,0.4305,0.08
Belarus,Mobile,37529,0.4305,0.08
Belarus,Mobile,37533,0.4305,0.08
Belarus,Mobile,37544,0.4305,0.08
Belgium,Fixed Line,32,0.044,0.085
Belgium,Fixed Line: Other - Universal Access Number,32700,0.3762,0.085
Belgium,Fixed Line: Other - Universal Access Number,32701,0.3762,0.085
Belgium,Fixed Line: Other - Universal Access Number,32705,0.3762,0.085
Belgium,Fixed Line: Other - Universal Access Number,32708,0.3762,0.085
Belgium,Fixed Line: Other - Universal Access Number,32709,0.3762,0.085
Belgium,Fixed Line: Olo,32102,0.0975,0.085
Belgium,Fixed Line: Olo,32104,0.0975,0.085
Belgium,Fixed Line: Olo,32105,0.0975,0.085
Belgium,Fixed Line: Olo,32106,0.0975,0.085
Belgium,Fixed Line: Olo,32107,0.0975,0.085
Belgium,Fixed Line: Olo,32108,0.0975,0.085
Belgium,Fixed Line: Olo,32113,0.0975,0.085
Belgium,Fixed Line: Olo,32114,0.0975,0.085
Belgium,Fixed Line: Olo,32115,0.0975,0.085
Belgium,Fixed Line: Olo,32116,0.0975,0.085
Belgium,Fixed Line: Olo,32117,0.0975,0.085
Belgium,Fixed Line: Olo,32118,0.0975,0.085
Belgium,Fixed Line: Olo,32119,0.0975,0.085
Belgium,Fixed Line: Olo,32122,0.0975,0.085
Belgium,Fixed Line: Olo,32123,0.0975,0.085
Belgium,Fixed Line: Olo,32124,0.0975,0.085
Belgium,Fixed Line: Olo,32126,0.0975,0.085
Belgium,Fixed Line: Olo,32127,0.0975,0.085
Belgium,Fixed Line: Olo,32128,0.0975,0.085
Belgium,Fixed Line: Olo,32132,0.0975,0.085
Belgium,Fixed Line: Olo,32133,0.0975,0.085
Belgium,Fixed Line: Olo,32134,0.0975,0.085
Belgium,Fixed Line: Olo,32135,0.0975,0.085
Belgium,Fixed Line: Olo,32136,0.0975,0.085
Belgium,Fixed Line: Olo,32137,0.0975,0.085
Belgium,Fixed Line: Olo,32138,0.0975,0.085
Belgium,Fixed Line: Olo,32143,0.0975,0.085
Belgium,Fixed Line: Olo,32144,0.0975,0.085
Belgium,Fixed Line: Olo,32146,0.0975,0.085
Belgium,Fixed Line: Olo,32147,0.0975,0.085
Belgium,Fixed Line: Olo,32148,0.0975,0.085
Belgium,Fixed Line: Olo,32149,0.0975,0.085
Belgium,Fixed Line: Olo,32153,0.0975,0.085
Belgium,Fixed Line: Olo,32154,0.0975,0.085
Belgium,Fixed Line: Olo,32155,0.0975,0.085
Belgium,Fixed Line: Olo,32156,0.0975,0.085
Belgium,Fixed Line: Olo,32157,0.0975,0.085
Belgium,Fixed Line: Olo,32158,0.0975,0.085
Belgium,Fixed Line: Olo,32163,0.0975,0.085
Belgium,Fixed Line: Olo,32164,0.0975,0.085
Belgium,Fixed Line: Olo,32165,0.0975,0.085
Belgium,Fixed Line: Olo,32166,0.0975,0.085
Belgium,Fixed Line: Olo,32167,0.0975,0.085
Belgium,Fixed Line: Olo,32168,0.0975,0.085
Belgium,Fixed Line: Olo,32169,0.0975,0.085
Belgium,Fixed Line: Olo,32192,0.0975,0.085
Belgium,Fixed Line: Olo,32193,0.0975,0.085
Belgium,Fixed Line: Olo,32195,0.0975,0.085
Belgium,Fixed Line: Olo,32196,0.0975,0.085
Belgium,Fixed Line: Olo,32197,0.0975,0.085
Belgium,Fixed Line: Olo,32198,0.0975,0.085
Belgium,Fixed Line: Olo,32220,0.0975,0.085
Belgium,Fixed Line: Olo,32223,0.0975,0.085
Belgium,Fixed Line: Olo,32225,0.0975,0.085
Belgium,Fixed Line: Olo,32226,0.0975,0.085
Belgium,Fixed Line: Olo,32227,0.0975,0.085
Belgium,Fixed Line: Olo,32229,0.0975,0.085
Belgium,Fixed Line: Olo,32230,0.0975,0.085
Belgium,Fixed Line: Olo,32231,0.0975,0.085
Belgium,Fixed Line: Olo,32232,0.0975,0.085
Belgium,Fixed Line: Olo,32233,0.0975,0.085
Belgium,Fixed Line: Olo,32235,0.0975,0.085
Belgium,Fixed Line: Olo,32239,0.0975,0.085
Belgium,Fixed Line: Olo,32240,0.0975,0.085
Belgium,Fixed Line: Olo,32241,0.0975,0.085
Belgium,Fixed Line: Olo,32242,0.0975,0.085
Belgium,Fixed Line: Olo,32243,0.0975,0.085
Belgium,Fixed Line: Olo,32244,0.0975,0.085
Belgium,Fixed Line: Olo,32245,0.0975,0.085
Belgium,Fixed Line: Olo,32247,0.0975,0.085
Belgium,Fixed Line: Olo,32249,0.0975,0.085
Belgium,Fixed Line: Olo,32256,0.0975,0.085
Belgium,Fixed Line: Olo,32258,0.0975,0.085
Belgium,Fixed Line: Olo,32259,0.0975,0.085
Belgium,Fixed Line: Olo,32260,0.0975,0.085
Belgium,Fixed Line: Olo,32261,0.0975,0.085
Belgium,Fixed Line: Olo,32262,0.0975,0.085
Belgium,Fixed Line: Olo,32266,0.0975,0.085
Belgium,Fixed Line: Olo,32269,0.0975,0.085
Belgium,Fixed Line: Olo,32270,0.0975,0.085
Belgium,Fixed Line: Olo,32274,0.0975,0.085
Belgium,Fixed Line: Olo,32278,0.0975,0.085
Belgium,Fixed Line: Olo,32279,0.0975,0.085
Belgium,Fixed Line: Olo,32280,0.0975,0.085
Belgium,Fixed Line: Olo,32285,0.0975,0.085
Belgium,Fixed Line: Olo,32288,0.0975,0.085
Belgium,Fixed Line: Olo,32289,0.0975,0.085
Belgium,Fixed Line: Olo,32325,0.0975,0.085
Belgium,Fixed Line: Olo,32326,0.0975,0.085
Belgium,Fixed Line: Olo,32327,0.0975,0.085
Belgium,Fixed Line: Olo,32328,0.0975,0.085
Belgium,Fixed Line: Olo,32329,0.0975,0.085
Belgium,Fixed Line: Olo,32330,0.0975,0.085
Belgium,Fixed Line: Olo,32332,0.0975,0.085
Belgium,Fixed Line: Olo,32333,0.0975,0.085
Belgium,Fixed Line: Olo,32334,0.0975,0.085
Belgium,Fixed Line: Olo,32336,0.0975,0.085
Belgium,Fixed Line: Olo,32338,0.0975,0.085
Belgium,Fixed Line: Olo,32339,0.0975,0.085
Belgium,Fixed Line: Olo,32340,0.0975,0.085
Belgium,Fixed Line: Olo,32342,0.0975,0.085
Belgium,Fixed Line: Olo,32345,0.0975,0.085
Belgium,Fixed Line: Olo,32349,0.0975,0.085
Belgium,Fixed Line: Olo,32350,0.0975,0.085
Belgium,Fixed Line: Olo,32355,0.0975,0.085
Belgium,Fixed Line: Olo,32359,0.0975,0.085
Belgium,Fixed Line: Olo,32360,0.0975,0.085
Belgium,Fixed Line: Olo,32361,0.0975,0.085
Belgium,Fixed Line: Olo,32368,0.0975,0.085
Belgium,Fixed Line: Olo,32370,0.0975,0.085
Belgium,Fixed Line: Olo,32374,0.0975,0.085
Belgium,Fixed Line: Olo,32380,0.0975,0.085
Belgium,Fixed Line: Olo,32424,0.0975,0.085
Belgium,Fixed Line: Olo,32426,0.0975,0.085
Belgium,Fixed Line: Olo,32427,0.0975,0.085
Belgium,Fixed Line: Olo,32428,0.0975,0.085
Belgium,Fixed Line: Olo,32429,0.0975,0.085
Belgium,Fixed Line: Olo,32432,0.0975,0.085
Belgium,Fixed Line: Olo,32433,0.0975,0.085
Belgium,Fixed Line: Olo,32434,0.0975,0.085
Belgium,Fixed Line: Olo,32437,0.0975,0.085
Belgium,Fixed Line: Olo,32438,0.0975,0.085
Belgium,Fixed Line: Olo,32439,0.0975,0.085
Belgium,Fixed Line: Olo,324630,0.0975,0.085
Belgium,Fixed Line: Olo,32505,0.0975,0.085
Belgium,Fixed Line: Olo,32506,0.0975,0.085
Belgium,Fixed Line: Olo,32507,0.0975,0.085
Belgium,Fixed Line: Olo,32508,0.0975,0.085
Belgium,Fixed Line: Olo,32509,0.0975,0.085
Belgium,Fixed Line: Olo,32512,0.0975,0.085
Belgium,Fixed Line: Olo,32513,0.0975,0.085
Belgium,Fixed Line: Olo,32514,0.0975,0.085
Belgium,Fixed Line: Olo,32515,0.0975,0.085
Belgium,Fixed Line: Olo,32516,0.0975,0.085
Belgium,Fixed Line: Olo,32517,0.0975,0.085
Belgium,Fixed Line: Olo,32518,0.0975,0.085
Belgium,Fixed Line: Olo,32522,0.0975,0.085
Belgium,Fixed Line: Olo,32525,0.0975,0.085
Belgium,Fixed Line: Olo,32526,0.0975,0.085
Belgium,Fixed Line: Olo,32527,0.0975,0.085
Belgium,Fixed Line: Olo,32528,0.0975,0.085
Belgium,Fixed Line: Olo,32532,0.0975,0.085
Belgium,Fixed Line: Olo,32533,0.0975,0.085
Belgium,Fixed Line: Olo,32534,0.0975,0.085
Belgium,Fixed Line: Olo,32535,0.0975,0.085
Belgium,Fixed Line: Olo,32536,0.0975,0.085
Belgium,Fixed Line: Olo,32538,0.0975,0.085
Belgium,Fixed Line: Olo,32542,0.0975,0.085
Belgium,Fixed Line: Olo,32544,0.0975,0.085
Belgium,Fixed Line: Olo,32545,0.0975,0.085
Belgium,Fixed Line: Olo,32546,0.0975,0.085
Belgium,Fixed Line: Olo,32547,0.0975,0.085
Belgium,Fixed Line: Olo,32548,0.0975,0.085
Belgium,Fixed Line: Olo,32552,0.0975,0.085
Belgium,Fixed Line: Olo,32555,0.0975,0.085
Belgium,Fixed Line: Olo,32556,0.0975,0.085
Belgium,Fixed Line: Olo,32557,0.0975,0.085
Belgium,Fixed Line: Olo,32558,0.0975,0.085
Belgium,Fixed Line: Olo,32562,0.0975,0.085
Belgium,Fixed Line: Olo,32563,0.0975,0.085
Belgium,Fixed Line: Olo,32564,0.0975,0.085
Belgium,Fixed Line: Olo,32565,0.0975,0.085
Belgium,Fixed Line: Olo,32567,0.0975,0.085
Belgium,Fixed Line: Olo,32568,0.0975,0.085
Belgium,Fixed Line: Olo,32569,0.0975,0.085
Belgium,Fixed Line: Olo,32572,0.0975,0.085
Belgium,Fixed Line: Olo,32573,0.0975,0.085
Belgium,Fixed Line: Olo,32575,0.0975,0.085
Belgium,Fixed Line: Olo,32576,0.0975,0.085
Belgium,Fixed Line: Olo,32577,0.0975,0.085
Belgium,Fixed Line: Olo,32578,0.0975,0.085
Belgium,Fixed Line: Olo,32584,0.0975,0.085
Belgium,Fixed Line: Olo,32585,0.0975,0.085
Belgium,Fixed Line: Olo,32586,0.0975,0.085
Belgium,Fixed Line: Olo,32587,0.0975,0.085
Belgium,Fixed Line: Olo,32588,0.0975,0.085
Belgium,Fixed Line: Olo,32592,0.0975,0.085
Belgium,Fixed Line: Olo,32594,0.0975,0.085
Belgium,Fixed Line: Olo,32595,0.0975,0.085
Belgium,Fixed Line: Olo,32596,0.0975,0.085
Belgium,Fixed Line: Olo,32597,0.0975,0.085
Belgium,Fixed Line: Olo,32598,0.0975,0.085
Belgium,Fixed Line: Olo,32602,0.0975,0.085
Belgium,Fixed Line: Olo,32603,0.0975,0.085
Belgium,Fixed Line: Olo,32604,0.0975,0.085
Belgium,Fixed Line: Olo,32605,0.0975,0.085
Belgium,Fixed Line: Olo,32606,0.0975,0.085
Belgium,Fixed Line: Olo,32607,0.0975,0.085
Belgium,Fixed Line: Olo,32608,0.0975,0.085
Belgium,Fixed Line: Olo,32612,0.0975,0.085
Belgium,Fixed Line: Olo,32613,0.0975,0.085
Belgium,Fixed Line: Olo,32614,0.0975,0.085
Belgium,Fixed Line: Olo,32615,0.0975,0.085
Belgium,Fixed Line: Olo,32616,0.0975,0.085
Belgium,Fixed Line: Olo,32617,0.0975,0.085
Belgium,Fixed Line: Olo,32618,0.0975,0.085
Belgium,Fixed Line: Olo,32632,0.0975,0.085
Belgium,Fixed Line: Olo,32633,0.0975,0.085
Belgium,Fixed Line: Olo,32634,0.0975,0.085
Belgium,Fixed Line: Olo,32635,0.0975,0.085
